,labels,reviews_no_names,stemmed_reviews
2606,Cluster 1,welcome board,welcom board
2607,Cluster 1,welcome,welcom
2608,Cluster 1,please welcome serifat group,pleas welcom serifat group
2609,Cluster 1,welcome,welcom
2610,Cluster 1,welcome,welcom
2611,Cluster 1,welcome,welcom
2612,Cluster 1,welcome board,welcom board
2613,Cluster 1,welcome,welcom
2614,Cluster 1,highly welcome,highli welcom
2615,Cluster 1,welcome good see,welcom good see
2616,Cluster 1,welcome board serifat,welcom board serifat
2617,Cluster 1,welcome dear,welcom dear
2618,Cluster 1,welcome great journey,welcom great journey
2619,Cluster 1,welcome,welcom
2620,Cluster 1,please welcome joshua group,pleas welcom joshua group
2621,Cluster 1,welcome,welcom
2622,Cluster 1,loco welcome board,loco welcom board
2623,Cluster 1,welcome board joshua,welcom board joshua
2624,Cluster 1,welcome,welcom
2625,Cluster 1,welcome board josh,welcom board josh
2626,Cluster 1,welcome,welcom
2627,Cluster 1,welcome,welcom
2628,Cluster 1,welcome,welcom
2629,Cluster 1,welcome,welcom
2630,Cluster 1,welcome everyone joshua highly welcome,welcom everyon joshua highli welcom
2631,Cluster 1,welcome board lucia,welcom board lucia
2632,Cluster 1,welcome,welcom
2633,Cluster 1,welcome,welcom
2634,Cluster 1,welcome,welcom
2635,Cluster 1,please welcome group,pleas welcom group
2636,Cluster 1,congratulations welcome board,congratul welcom board
2637,Cluster 1,welcome,welcom
2638,Cluster 1,welcome board,welcom board
2639,Cluster 1,welcome,welcom
2640,Cluster 1,welcome,welcom
2641,Cluster 1,welcome,welcom
2642,Cluster 1,welcome,welcom
2643,Cluster 1,highly welcome,highli welcom
2644,Cluster 1,please kindly welcome group,pleas kindli welcom group
2645,Cluster 1,welcome,welcom
2646,Cluster 1,welcome,welcom
2647,Cluster 1,welcome board,welcom board
2648,Cluster 1,welcome board kingsley,welcom board kingsley
2649,Cluster 1,welcome,welcom
2650,Cluster 1,welcome,welcom
2651,Cluster 1,welcome,welcom
2652,Cluster 1,welcome board,welcom board
2653,Cluster 1,welcome board,welcom board
2654,Cluster 1,welcome great achievers,welcom great achiev
2655,Cluster 1,welcome board,welcom board
2656,Cluster 1,welcome board,welcom board
2657,Cluster 1,welcome board,welcom board
2658,Cluster 1,welcome epiphania,welcom epiphania
2659,Cluster 1,welcome board,welcom board
2660,Cluster 1,welcome,welcom
2661,Cluster 1,please welcome musa group,pleas welcom musa group
2662,Cluster 1,welcome sir,welcom sir
2663,Cluster 1,welcome,welcom
2664,Cluster 1,welcome,welcom
2665,Cluster 1,welcome,welcom
2666,Cluster 1,welcome,welcom
2667,Cluster 1,welcome board,welcom board
2668,Cluster 1,welcome achievers group,welcom achiev group
2669,Cluster 1,welcome board,welcom board
2670,Cluster 1,welcome dear,welcom dear
2671,Cluster 1,welcome board,welcom board
2672,Cluster 1,welcome dear,welcom dear
2673,Cluster 1,welcome board,welcom board
2674,Cluster 1,welcome board merit,welcom board merit
2675,Cluster 1,welcome,welcom
2676,Cluster 1,welcome board,welcom board
2677,Cluster 1,welcome board,welcom board
2678,Cluster 1,welcome board,welcom board
2679,Cluster 1,welcome family,welcom famili
2680,Cluster 1,welcome board,welcom board
2681,Cluster 1,welcome board,welcom board
2682,Cluster 1,welcome,welcom
2683,Cluster 1,welcome,welcom
2684,Cluster 1,welcome,welcom
2685,Cluster 1,please welcome emmanuel group,pleas welcom emmanuel group
2686,Cluster 1,welcome sister,welcom sister
2687,Cluster 1,welcome,welcom
2688,Cluster 1,welcome board,welcom board
2689,Cluster 1,welcome colleague,welcom colleagu
2690,Cluster 1,welcome,welcom
2691,Cluster 1,welcome,welcom
2692,Cluster 1,welcome board,welcom board
2693,Cluster 1,welcome,welcom
2694,Cluster 1,welcome,welcom
2695,Cluster 1,welcome,welcom
2696,Cluster 1,welcome board,welcom board
2697,Cluster 1,welcome,welcom
2698,Cluster 1,welcome salome,welcom salom
2699,Cluster 1,welcome board,welcom board
2700,Cluster 1,welcome board salome,welcom board salom
2701,Cluster 1,welcome board,welcom board
2702,Cluster 1,welcome board,welcom board
2703,Cluster 1,welcome group,welcom group
2704,Cluster 1,welcome board,welcom board
2705,Cluster 1,welcome,welcom
2706,Cluster 1,welcome,welcom
2707,Cluster 1,welcome mrs,welcom mr
2708,Cluster 1,welcome,welcom
2709,Cluster 1,welcome board samira,welcom board samira
2710,Cluster 1,welcome board,welcom board
2711,Cluster 1,welcome moses,welcom mose
2712,Cluster 1,welcome board moses,welcom board mose
2713,Cluster 1,please welcome group congratulations,pleas welcom group congratul
2714,Cluster 1,welcome board,welcom board
2715,Cluster 1,welcome,welcom
2716,Cluster 1,please welcome salimat group,pleas welcom salimat group
2717,Cluster 1,welcome,welcom
2718,Cluster 1,welcome group,welcom group
2719,Cluster 1,welcome,welcom
2720,Cluster 1,welcome board samiat,welcom board samiat
2721,Cluster 1,welcome,welcom
2722,Cluster 1,welcome,welcom
2723,Cluster 1,welcome board,welcom board
2724,Cluster 1,welcome board,welcom board
2725,Cluster 1,please welcome group,pleas welcom group
2726,Cluster 1,charles welcome board,charl welcom board
2727,Cluster 1,welcome board charles,welcom board charl
2728,Cluster 1,welcome,welcom
2729,Cluster 1,welcome dear,welcom dear
2730,Cluster 1,welcome board,welcom board
2731,Cluster 1,welcome aboard,welcom aboard
2732,Cluster 1,please welcome group,pleas welcom group
2733,Cluster 1,welcome,welcom
2734,Cluster 1,welcome board rashidah,welcom board rashidah
2735,Cluster 1,welcome,welcom
2736,Cluster 1,welcome,welcom
2737,Cluster 1,welcome,welcom
2738,Cluster 1,welcome,welcom
2739,Cluster 1,welcome,welcom
2740,Cluster 1,welcome board everyone,welcom board everyon
2741,Cluster 1,welcome,welcom
2742,Cluster 1,welcome board,welcom board
2743,Cluster 1,welcome board batul,welcom board batul
2744,Cluster 1,welcome board,welcom board
2745,Cluster 1,welcome,welcom
2746,Cluster 1,welcome board,welcom board
2747,Cluster 1,welcome board batul,welcom board batul
2748,Cluster 1,welcome board bassey,welcom board bassey
2749,Cluster 1,welcome board,welcom board
2750,Cluster 1,welcome,welcom
2751,Cluster 1,welcome board,welcom board
2752,Cluster 1,welcome board,welcom board
2753,Cluster 1,welcome,welcom
2754,Cluster 1,welcome everyone,welcom everyon
2755,Cluster 1,welcome board ramadhan,welcom board ramadhan
2756,Cluster 1,welcome board ramadhan,welcom board ramadhan
2757,Cluster 1,welcome,welcom
2758,Cluster 1,welcome board,welcom board
2759,Cluster 1,welcome board learning never stop keep going congratulations,welcom board learn never stop keep go congratul
2760,Cluster 1,welcome,welcom
2761,Cluster 1,welcome,welcom
2762,Cluster 1,please welcome emmanuel group,pleas welcom emmanuel group
2763,Cluster 1,welcome board emmanuel,welcom board emmanuel
2764,Cluster 1,welcome emmanuel,welcom emmanuel
2765,Cluster 1,welcome board,welcom board
2766,Cluster 1,welcome,welcom
2767,Cluster 1,welcome emmanuel,welcom emmanuel
2768,Cluster 1,welcome,welcom
2769,Cluster 1,please welcome speciose group,pleas welcom specios group
2770,Cluster 1,welcome board speciose,welcom board specios
2771,Cluster 1,please welcome jeannine group,pleas welcom jeannin group
2772,Cluster 1,welcome board jeanine,welcom board jeanin
2773,Cluster 1,welcome,welcom
2774,Cluster 1,welcome,welcom
2775,Cluster 1,welcome,welcom
2776,Cluster 1,welcome jeannie,welcom jeanni
2777,Cluster 1,welcome,welcom
2778,Cluster 1,welcome,welcom
2779,Cluster 1,please welcome william group,pleas welcom william group
2780,Cluster 1,welcome board,welcom board
2781,Cluster 1,welcome dear,welcom dear
2782,Cluster 1,welcome,welcom
2783,Cluster 1,welcome board,welcom board
2784,Cluster 1,welcome board william,welcom board william
2785,Cluster 1,welcome,welcom
2786,Cluster 1,welcome,welcom
2787,Cluster 1,welcome,welcom
2788,Cluster 1,highly welcome,highli welcom
2789,Cluster 1,welcome,welcom
2790,Cluster 1,welcome board faith,welcom board faith
2791,Cluster 1,please welcome group,pleas welcom group
2792,Cluster 1,welcome board,welcom board
2793,Cluster 1,welcome,welcom
2794,Cluster 1,welcome,welcom
2795,Cluster 1,welcome,welcom
2796,Cluster 1,welcome board,welcom board
2797,Cluster 1,welcome board,welcom board
2798,Cluster 1,welcome,welcom
2799,Cluster 1,welcome board,welcom board
2800,Cluster 1,welcome everyone,welcom everyon
2801,Cluster 1,welcome everyone,welcom everyon
2802,Cluster 1,please welcome ernest group,pleas welcom ernest group
2803,Cluster 1,welcome board ernest,welcom board ernest
2804,Cluster 1,welcome,welcom
2805,Cluster 1,welcome,welcom
2806,Cluster 1,welcome,welcom
2807,Cluster 1,please welcome group,pleas welcom group
2808,Cluster 1,please welcome athanase group,pleas welcom athanas group
2809,Cluster 1,welcome,welcom
2810,Cluster 1,welcome,welcom
2811,Cluster 1,please welcome group,pleas welcom group
2812,Cluster 1,welcome everyone,welcom everyon
2813,Cluster 1,welcome group,welcom group
2814,Cluster 1,welcome board,welcom board
2815,Cluster 1,welcome board,welcom board
2816,Cluster 1,welcome board athanase,welcom board athanas
2817,Cluster 1,welcome board stephen,welcom board stephen
2818,Cluster 1,welcome board,welcom board
2819,Cluster 1,please welcome assiel group,pleas welcom assiel group
2820,Cluster 1,welcome,welcom
2821,Cluster 1,welcome board assiel,welcom board assiel
2822,Cluster 1,welcome welcome dear,welcom welcom dear
2823,Cluster 1,welcome,welcom
2824,Cluster 1,please welcome abraham group,pleas welcom abraham group
2825,Cluster 1,welcome,welcom
2826,Cluster 1,welcome,welcom
2827,Cluster 1,welcome,welcom
2828,Cluster 1,welcome,welcom
2829,Cluster 1,please welcome patient group,pleas welcom patient group
2830,Cluster 1,welcome,welcom
2831,Cluster 1,please welcome group,pleas welcom group
2832,Cluster 1,welcome board,welcom board
2833,Cluster 1,welcome board,welcom board
2834,Cluster 1,welcome board,welcom board
2835,Cluster 1,welcome board patience,welcom board patienc
2836,Cluster 1,welcome board abraham,welcom board abraham
2837,Cluster 1,please welcome dorcas group,pleas welcom dorca group
2838,Cluster 1,welcome,welcom
2839,Cluster 1,welcome board,welcom board
2840,Cluster 1,welcome,welcom
2841,Cluster 1,welcome board bachir,welcom board bachir
2842,Cluster 1,welcome nice,welcom nice
2843,Cluster 1,welcome,welcom
2844,Cluster 1,welcome,welcom
2845,Cluster 1,welcome board persistence,welcom board persist
2846,Cluster 1,welcome fatima,welcom fatima
2847,Cluster 1,welcome board fatima,welcom board fatima
2848,Cluster 1,welcome board,welcom board
2849,Cluster 1,welcome,welcom
2850,Cluster 1,welcome fatima,welcom fatima
2851,Cluster 1,welcom,welcom
2852,Cluster 1,welcome people,welcom peopl
2853,Cluster 1,welcome fatima,welcom fatima
2854,Cluster 1,welcome,welcom
2855,Cluster 1,welcome,welcom
2856,Cluster 1,welcome board,welcom board
2857,Cluster 1,welcome,welcom
2858,Cluster 1,welcome,welcom
2859,Cluster 1,welcome,welcom
2860,Cluster 1,welcome board,welcom board
2861,Cluster 1,welcome board muhammad,welcom board muhammad
2862,Cluster 1,welcome,welcom
2863,Cluster 1,welcome sir,welcom sir
2864,Cluster 1,welcome sir,welcom sir
2865,Cluster 1,welcome sir,welcom sir
2866,Cluster 1,highly welcomed,highli welcom
2867,Cluster 1,welcome board,welcom board
2868,Cluster 1,highly welcome,highli welcom
2869,Cluster 1,welcome,welcom
2870,Cluster 1,highly welcome,highli welcom
2871,Cluster 1,welcome,welcom
2872,Cluster 1,welcome,welcom
2873,Cluster 1,welcome,welcom
2874,Cluster 1,welcome board,welcom board
2875,Cluster 1,welcome,welcom
2876,Cluster 1,welcome board samuel,welcom board samuel
2877,Cluster 1,well done welcome,well done welcom
2878,Cluster 1,welcome,welcom
2879,Cluster 1,welcome,welcom
2880,Cluster 1,welcome board,welcom board
2881,Cluster 1,welcome,welcom
2882,Cluster 1,welcome,welcom
2883,Cluster 1,welcome,welcom
2884,Cluster 1,welcome,welcom
2885,Cluster 1,welcome everyone,welcom everyon
2886,Cluster 1,welcome everyone including,welcom everyon includ
2887,Cluster 1,welcome,welcom
2888,Cluster 1,welcome,welcom
2889,Cluster 1,welcome great blackbelts,welcom great blackbelt
2890,Cluster 1,welcome board,welcom board
2891,Cluster 1,welcome,welcom
2892,Cluster 1,welcome,welcom
2893,Cluster 1,welcome,welcom
2894,Cluster 1,welcome everyone,welcom everyon
2895,Cluster 1,welcome sir,welcom sir
2896,Cluster 1,welcome board benjamin,welcom board benjamin
2897,Cluster 1,welcome sir congratulations,welcom sir congratul
2898,Cluster 1,welcome benjamin,welcom benjamin
2899,Cluster 1,welcome,welcom
2900,Cluster 1,welcome board,welcom board
2901,Cluster 1,welcome board shakirat,welcom board shakirat
2902,Cluster 1,welcome,welcom
2903,Cluster 1,congratulations welcome family great minds worldwide educators,congratul welcom famili great mind worldwid educ
2904,Cluster 1,welcome congratulations,welcom congratul
2905,Cluster 1,congratulations welcome club,congratul welcom club
2906,Cluster 1,congratulations welcome black belt community,congratul welcom black belt commun
2907,Cluster 1,congrats also welcome,congrat also welcom
2908,Cluster 1,good luck welcome,good luck welcom
2909,Cluster 1,wow welcoming,wow welcom
2910,Cluster 1,welcome,welcom
2911,Cluster 1,welcome,welcom
2912,Cluster 1,welcome,welcom
2913,Cluster 1,wow welcoming,wow welcom
2914,Cluster 1,welcome,welcom
2915,Cluster 1,welcome,welcom
2916,Cluster 1,welcome,welcom
2917,Cluster 1,wow welcoming,wow welcom
2918,Cluster 1,welcome,welcom
2919,Cluster 1,welcome,welcom
2920,Cluster 1,welcome,welcom
2921,Cluster 1,wow welcoming,wow welcom
